text,Anger,Fear,Joy,Sadness,Surprise
@kadymcdermottx Here we go can't wait to see how much shit she chats😴 ,1,0,0,0,0
@SimplyMissYoung @PlayChoices Is it about rabid penguins on a plane,0,0,1,0,0
@NicolleDWallace @jheil @DonnyDeutsch He's spot on #terrifying,0,1,0,0,0
3 hours of hell again. #anxiety. At this point I'm convinced I'll never get an on site job again or play keyboards live.,1,1,0,0,0
@weareremixes yeah he's delicious no need to threaten me,1,1,1,1,0
@narendramodi There should need to take serious action over terrorism sir,1,1,0,0,0
"@hyde_myself Yes, Mom. That's my alarm XD",0,0,1,0,0
Boom pagod 😡,1,0,0,0,0
The quotes from Theo tonight man 😂 #crying #loveisland,0,0,1,1,0
"no alarm set, long lie, no plans tomorrow😍 #blissful",0,0,1,0,0
@russ_kent @IsabelOakeshott Inexplicably well paid talking head who lectures in impenetrable consultu-speak #dire,1,0,0,0,0
"Have you ever just cried, because you were in the middle of some bomb rest and someone woke you up with an emergency. #sleep #cry #kms #dead",0,1,0,1,0
I ain't had a gold heart on snap chat in so long. 😐 #depressing,0,0,0,1,0
"Granny Smiths with Flapjack Crumble, died and in heaven #yummy @stac28 @Kimtins  #NadiyasBritishFoodAdventure",0,0,1,1,0
When your at work and the button comes off your shorts 😐  #fatty,1,0,0,1,0
@MicheleKihiu Im terrific thanks.\nI hope you managed to get even if it's just 40 winks of 😴. It was a crushing defeat. He was so dejected,0,0,1,0,0
#broke #sadness who is ready to #donate 5$ for me via paypal ?\nSend it to info2drag@gmail.com\n#humans #help #helpmeout #helpme #donate,0,0,0,1,0
@Alolan_Yusaku Oh definitely! I saw the snap and the colour looks great too.,0,0,1,0,0
@XDeviantOnex We took a trip to Ireland right before we bought our home.  No way I could do it now.  I dread taking 2 days off of work.,0,1,0,1,0
Got a real bad feeling sharing a house with 8 people is going to be a nightmare,0,1,0,0,0
@LHTide1 not #horrific but..\n#CUDDLY!,0,1,1,0,0
Here is the message Cnbc is sending they Don't care that Melissa Lee has a horrible smile or a that Joe Kernan needs braces,1,0,0,1,0
This class makes me fucking angry!,1,0,0,0,0
Man having sinuses is some of the weakest shit 😡 my face and head still hurting smh,1,0,0,1,0
"@Paula_White all who #mourn, To console those who #mourn in #Zion, To give them #beauty for #ashes, The #oil of #joy for #mourning, [4/6]",0,0,1,1,0
@Hayles_101 Delaney keeping up his awesome Manchester United transfer record...\n\n😂,0,0,1,0,0
Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying,1,1,0,0,0
@gjameslago Ngi y do u do this 2 me :-) iloveyou 😘,0,0,1,0,0
@lcgions truuue ! tbh at first i was mad then i started laughing bc they actually tweet about tony more than stevebucky 😂,0,0,1,0,1
@TheBoldTypeTV But what will the old woman do now? #heartbreaking #layoffs,0,0,0,1,0
@neiltyson my BF and I just rewatched the episode of #GravityFalls you were and he's fanboying  #YeahScience,0,0,1,0,1
"@HSBC_HK you are a joke bank. I despair at your complete lack of common sense. The UK however, gets it. WTF is wrong​ with you ?",1,0,0,0,0
@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo,0,0,1,0,0
im gonna rejoice because im gonna see jr and aron .,0,0,1,0,0
"Considering I am 101% fine with getting tattoos, blood tests terrify me and I AM HAVING TO GET ONE AAAAAHHHH",0,1,0,0,0
The next eclipse is in like 2024 and we won't have to deal with it in Nebraska. #relieved 🙄,0,0,1,0,0
#start my YouTube channel techno ayan please follow friends,0,0,1,0,0
Does #fear of #Missions still have a hold on you? Are you so busy looking for opportunities you cannot see anything else? Matthew 10: 27-33,0,1,0,0,0
@BrocatoWanda You can't make this crap up. Therefore my 😐 response.,1,0,0,0,0
"I'll have the first Question for Followers ready in a few. It's directed at all of you, so please don't be shy and respond when you can! 😀",0,0,1,0,0
#jeremyvine take a slightly dull subject and makes it so tediously boring you actually want to rip your own throat out!,1,0,0,0,0
@ShaneMalwa @MajorPoonia @devyanidilli I believe ur mekka n madina also dikling which u kiss. A dark dirty one,1,0,0,0,0
"happy birthday girly, hope you have an amazing day :) @kkarlidawson",0,0,1,0,1
#TOKYO\nFear death as much as optimism.,0,1,0,0,0
Dro and his teeth are still fine tho #insecure,0,1,0,0,0
@ttaemnini its been 5 years. i think jongin and taemin also got tired of waiting.. they didnt talk abt it anymore 😠,1,0,0,1,0
LIFE IS JUST A TAFFY PULL- a story told in rhyme #rhyme #poetry #romanticcomedy #laughter #humor #beachread  #SummerReading  #comedy  Amazon,0,0,1,0,0
They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!,0,0,1,1,0
"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",0,0,1,0,0
@Radio702 There is nothing comical or funny about corrupt officers and negotiating the rand amount for a bribe 😡,1,0,0,0,0
"@Fxtiha_ mine is worse, I've had to boil it down to Z 😭",1,0,0,1,0
I'm so in love with that smile of yours🖤.,0,0,1,0,0
@CP_UK_Longleat money grabbing and RUBBISH customer service!!! Rapids shut but no reply to emails! #diabolical #CustomerService #crap,1,0,0,0,0
There's loads to be #grateful for. Start by just looking in the mirror 💞✨ #ThursdayThoughts,0,0,1,0,0
"Just seen recent pics of Liz Hurley in swimming costume , she looks amazing 😍 #beauty ",0,0,1,0,1
"Bertolacci will join Genoa on a dry loan with no option to buy, done deal- Sky....At last he's gone #rejoice",0,0,1,0,0
"I could 😭 rn I am so blessed with the friends I have, they support and love me through everything and I couldn't thank them enough 😭❤️",0,0,1,1,0
"big over sized clothes, hours of use for bad haircut, 😊 real big rage #🍑",1,0,0,0,0
Prep for @edfringe to avoid sadness. Get tix for Edgartown + Walls and Bridges - both devised by @hello_acs  #WorldFringeDay,0,0,0,1,0
@miracles_J yaaay finally brave enought to comment on their vlive 😅,0,0,1,0,0
Stranger Things S2 25secs teaser! #excited 😲,0,0,1,0,0
Shortest horror story: School tomorrow,0,1,0,0,0
I felt myself #laughing so hard in my sleep ...now I don't remember why🤦🏾‍♀️😂😂😂,0,0,1,0,0
@joerogan I looked at the eclipse without glasses and now I have x-ray vision! #awesomeness,0,0,1,0,0
@Channel9 how could you put this show on air !! Disrespectful to so many mums and families 😡,1,0,0,0,0
Happy right now I just beaten the second game of crash bandicoot one more to go now didn't get that mad 😡 at the game lol 😂,0,0,1,0,0
"When being #productive (doing the things that NEED to be done), #anxiety levels decrease &amp; #libido increases. #personalsexuality",0,1,1,0,0
@Good_Therapy and @CounsellorsCaf are talking about #depression today! What's trending in your community?,0,0,0,1,0
I keep getting so worried about the amount of plastic that gets thrown away atm as if I didn't panic enough about the environment already :),0,1,0,1,0
"@magicpencil I'd just whip up a cake batter or cookies &amp; throw it in 😀 bakewell, frangipani is made with almonds",0,0,1,0,0
Cory was like family to me. You all were. Glee was my escape in middle school. #glee #CoryMonteith,0,0,1,0,0
"Found out today that you're suppoked to urinate on a jellyfish sting, NOT x jellyroll stain. Sorry, fat stranger.",1,0,1,0,0
This is the day that the lord has made I will rejoice and BE GLAD IN IT! 🙌🏿🌟 #blessed #favored #loved #,0,0,1,0,0
@bulbamyeon @joonmyuni Yes I also wrote to them cause my friend was getting nervous about it. Hope we get what we want &gt;&lt;,0,1,0,0,0
"Let go of resentment, it will hold you back, do not worry about what could of been, what is to come is what matters.",0,0,0,1,0
Today's gloomy weather reminded me that winter is coming and then it'll be cold again for 7 months. #pessimist,0,0,0,1,0
@RegionRat14 @RobertONeill31 Rob is #bad,1,0,0,0,0
Streetlights coming on. We can see stars! #amazing #SolarEclipse2017,0,0,1,0,1
I need a blue water trip lots of functions no dresses #panic,0,1,0,1,0
He #takes his #job #seriously and isn’t #afraid to #let it be #known. #Realestate #Scottadlhoch #Realtor,0,0,1,0,0
"@BDSixsmith @J_Bloodworth This is very complex. So, I can't share images I've taken because that would spread intimidation but",0,1,0,0,0
It's taking apart my lawn! GET OFF MY LAWN! ,1,0,0,0,0
I've had cleaner shits than some trains I've been on! This mornings seat looks like a miniature patterned crack den! #grim,1,0,0,1,0
@KeithOlbermann  'out of his motherfucking mind'.... don't think anyone could say it any better. #terrifying #biggestcrybabyinhistory,1,0,0,0,0
Update. It's hot as shit and its fogging up my glasses. #pissed,1,0,0,0,0
"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys",0,1,0,1,0
Going to be a student nurse for 4 weeks eeeeppp #newexperience #scared #excitedmuch,0,1,1,0,0
All these swerve bums are fucked when madden 18 comes out #madden18 #EAPLAY #eamadden #mut18 no skill ass players with that bitch shit,1,0,0,1,0
@khairallahtarek Ohhh i want starbucks 🙁,0,0,1,1,0
"Oh death, where is your sting?",0,0,0,1,0
the teacher gave us assignment to write a letter on why we should bpe hired (hypothetically) and i'm having a mental breakdown &amp; anxiety,0,1,0,1,0
They leave you with so many unasked and unanswered questions.... #Grandparents #sadness #myroots #abuelitos,0,0,0,1,0
I hate getting woken up out my sleep 😡,1,0,0,0,0
'What seems to us as bitter trials are often blessings in disguise.' Oscar Wilde #quote #blessing #motivation,0,0,1,0,0
"@jhN322 Ephesians 4:31\nLet all #bitterness, #wrath, #anger, #clamor, and evil speaking be put away from you, with all #malice.",1,0,0,1,0
"@LouiseODonoghu2 You really want Fabinho, lol 😃",0,0,1,0,0
UPDATE: One person dead &amp; another in serious condition after home invasion in Flint. Incident happened in college cultural center area.,0,1,0,1,0
@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #🤣,1,0,0,0,0
"Sweet merciful crap that was some bad singing at the #MLBAllStarGame tonight. Anthem and God Bless, both. #wrongnotes #outoftune ",1,0,0,0,0
@thefinalwoman Yes! Mermaids and Scarecrows in short supply in #horror genre.,0,1,0,0,0
@GvanOnselen @BDliveSA You mean the President Protector? The rabid revolution sleeper agent gone rogue?,1,0,0,0,0
@Jamiebower first second on #WillTNT is music to my ears 😭❤️ #shaking #missedyou,0,0,0,1,0
@tenderlove listened to your CUSEC 2015 talk again for inspiration in writing my own conference talk #tornado of #laughs,0,0,1,0,0
"@LuckyStarLights I skip anything below 718 score tbh. Finding other fully SI horse teams is fun though, I added a few through arena. 🤣",0,0,1,0,0
see me #smiling at my #past like what was I thinking? \nFind #rest oh my #soul d #seas ń #storms still know HIS name. \n#JESUS\n#iLoveJesus,0,0,1,0,0
i cant do this all alone 😟,0,1,0,1,0
this year keeps getting more depressing and disappointing,0,0,0,1,0
"@ZacZ @oOsnapDC Yah last 4 years have been #sad , I will take any sort #happiness :/ @ZacZ",0,0,1,1,0
"I was deeply struck with her very presence,expressions &amp; soul-penetrating performance.I was lost in her #bliss #NinnuKori  @i_nivethathomas",0,0,1,0,0
I need to get out of this little funk so I can write!! #writing #funk #writerslife #depressed,0,0,0,1,0
The #buthisemails meme is hilarity.,0,0,1,0,0
"'You dare threaten me, Thor, with so puny a weapon?'",1,0,0,0,0
"'If Zero's flower is such a vector for God's wrath then I'm the raven who gardens and culls those weeds. Or, I EAT FLOWERS FOR ALL MEALS~!!'",0,0,1,0,0
@BollyBigBolt #cheerful That pink makes the other colours pop! x,0,0,1,0,0
"Remember, miracles do happen! Like the time Catherine of Aragon died after completely not being poisoned. Wow! #inspiring #MondayMotivation",0,0,1,0,0
"#expecting &amp; #Accepting are two sides of #Life.Where Expecting ends in #tears ,while Accepting makes you #cheer\n#LifeLessons #thoughts",0,0,1,0,0
DC Young fly is hilarious man.,0,0,1,0,0
"@ArcadeGirl64 I actually really like hearing your thoughts either way, don't hesitate to share :)",0,0,1,0,0
@LoveIsland That rap reminds me of when the kids were small and they would prepare a performance #cute #crap 😂,0,0,1,0,0
I thought he cried over some of his relative death or something but when i know the truth . I just wanna burst out 😂,0,0,1,0,0
@William79825670 @Bienvenuebrexit @UnityRefEire I better bring in the washing then...enjoy yere caveman celebration's laughing 😆 stock 👍,0,0,1,0,0
I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,0,0,1,0,0
The lecturer tonight had such a muppet frown it was great.,0,0,1,0,0
I have to bury another person this year at the same cemetery my father and nephew are buried in. #great,1,0,0,1,0
@n_umira omg why ☹,0,0,0,1,1
"@ReidGenar @tedcruz So much crow eating to come, crows may become an endangered species. #revenge",1,0,0,0,0
@stevenwardill @AnnastaciaMP Have you ever been to one of these things where someone wasn't unhappy?,0,0,0,1,0
"As horrid as it will be to see him move on, let's not rewrite history, he's been our best servant under Hughes, none have out shone him",0,1,0,0,0
@16_vica #strange but #amazing but I #love your #pictures 😍,0,0,1,0,0
"Man, if you can laugh and be silly with your family &amp; friends, that is enough. That is life. #laughter #goofiness #silly 😂🤗",0,0,1,0,0
"Wow, only 9 out of 60 pages left in my first full art book :O #amazing",0,0,1,0,1
"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly.",1,1,0,0,1
@therealjackster @F1 Yip. Coz he's a miserable huffy get 😊,1,0,0,0,0
Don't let anyone steal your joy! #rejoice #victory #overcomer,0,0,1,0,0
@Alternate_F4cts That actually was a solid insult.,1,0,0,0,0
There is no melancholy in fools - that's why they make us laugh.  #aphorism #melancholy,0,0,1,0,0
@realDonaldTrump @DonaldJTrumpJr Trump is now fuming.  He feels the whole game may now be blown because of Jr's stupidity.,1,0,0,0,0
@Jo_Caulfield Great GIF! #joyful,0,0,1,0,0
"No one wants the chubby, scarred toy. #hurting",0,0,0,1,0
Happy birthday to one of the many founders of this fabulous company #blessed #TuesdayMotivation #begreat,0,0,1,0,0
@DeeDlams @RanjeniM This meme is #offline #countryduty soldiers engage not insult or belittle,0,0,0,1,0
'The greatest #mistake we make is living in constant #fear that we will make one!' #LiveYourLife #WorkLifeBalance #Career,0,1,1,0,0
@ChristineRomans @JohnBerman guest so affable and knowledgeable #brilliant @CNN,0,0,1,0,0
"-whatever life gives you even if it hurts, just be strong and act the way you always do because strong walls shake but never collapse",0,0,1,0,0
@MJ_Boh_ this is a fucking dreadful opinion,1,0,0,0,0
@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,0,0,1,0,0
When you are with your friend and you are still laughing 😂🙌🏻🔝💕 @Tereza_Gray #FriendsForever #laugh #summer,0,0,1,0,0
"@AnthonyCumiaxyz @jim_jiblets Billy Joel is in huge danger, he's so brave #inspiring",0,1,1,0,0
@christinequinty I just knew. #delightful #Eclipse,0,0,1,0,0
'Little bit leave it' the best bit of love island so far 😂🌴 #loveisland #hilarious #No1,0,0,1,0,0
Idiot ni yen 😂 sorry but no one asked for a kill joy,1,0,1,0,0
"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",0,0,1,0,0
@Jon_Digital Sounds grim 😩,1,1,0,1,0
"@SaidTheSky @DasEnergiFest @mitchell_thayne Bro, you should be #smiling you're bring all of us smiles. Share the experience #together",0,0,1,0,0
"Mothafuckas wanna adopt the dark, but I was born in it",1,0,0,0,0
"9. So to summarize... Aman, Norwood and Mitchell clearly lead the field in resources, though Mitchell's burn rate is alarming.",1,0,0,0,0
"8PM tonight on 90.7 WSDL...a set of moody, late night songs on the show. #mope along with @theshowaboutdpr !",0,0,1,1,0
beautiful day Lord has made let us rejoice &amp; be glad in it &amp; rejoice Hillary NOT president! God bless POTUS &amp; United States of America🇺🇸👍,0,0,1,0,0
"@tompeck AntiLol: for fast, effective relief from mirth.",0,0,1,0,0
#stressed #anxious #nervous #angry then #drinking #smoking #excessiveexorcise #bingeeating #writing #purging #cutting #yoga\n#endthestigma,1,1,0,1,0
I'm still bitter about the fact that I didn't get the Php 10/liter promo.,1,0,0,0,0
@RandyRainbow Brilliant &amp; clever as always. #delight,0,0,1,0,0
@PierreAtlas Let's see how many Republicans do more than feign outrage.,1,0,0,0,0
"@propulse @UCI_cycling That and arse on the top tube descending, a fugly affront to cycling",1,0,0,1,0
Of course Molina #bitter,1,0,0,1,0
Who's horny? Snapchat me jchrisco19 #horny #nudes #trade #dm #snap #girls #fun #bored #like #follo4follo #follow #RETWEEET #likeforfolow,0,0,1,0,0
Happy Birthday beautiful 💞🌼🌻 @xan_radebe,0,0,1,0,0
When you get paid and you instantly start buying crap online that you don't need..,0,0,0,1,0
"“We just have to hold on a bit longer, then we can sink this monster into the ocean.” #foodparty",1,0,1,0,0
"It is better not to avoid events or persons who annoy you, who give rise to anger, if your anger is not too strong.",1,0,0,0,0
Its nice to stay in a small city from time to time  #starrynight,0,0,1,0,0
Nice to be able to turn the alarm clock off until next Tuesday morning. #awesome,0,0,1,0,0
♪ Racing all around the seven seas\nChasing all the girls and making robberies\n'Causing panic everywhere they go\nParty-hardy on Titanic... ♪,0,1,1,0,0
"#MTPDaily, @DonnyDeutsch that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident",1,1,0,0,0
"There's no better way to relax than putting on a face mask, having a bath while drinking tea and listening to John Mayer #bliss",0,0,1,0,0
Shitty is the worst feeling ever #depressed #anxiety,0,1,0,1,0
A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,0,0,1,0,0
It takes less #muscles to #laugh than to #frown - stops facial &amp; mental aging too! Laugh strongly &amp; often to #lead effectively! #leadership,0,0,1,0,0
@Lxthal_ got a drive and got fouled and sunk one of the free throws,1,0,0,1,0
@ajcrompton1 Humanist &amp; sailor!? 😂😂😂😂😂😂😂😂  You forgot to add big time loser! #arsehole 🇬🇧,1,0,0,0,0
Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,0,0,1,0,0
@bravoallstarz looks like it's going to be an amazing season #cheer,0,0,1,0,0
@TrinityTheTuck Who do y'all never come to Boston? Or just Massachusetts in general? #bitter,1,0,0,1,0
@rajnathsingh Looking at your smiling face can give any person an adrenaline rush at this moment. Please for your allah's sake do your duty.,1,0,1,0,0
@bigjordan924 Wow you don't read mine? #offended,1,0,0,0,0
Doors and windows closed but still it's hard to breath. #Vesuvio #Onfire #air #napoli #loveofmylife  #burning,1,0,0,1,0
@NEXXhelmets @REVIT thank you guys! It is a #pleasure and an #honor to work with you on the @_Tea2wine_ expedition 💯%‼️👊 🏍️🌍,0,0,1,0,0
Taking my first #CreativeWriting class this semester. Never before has my grade been based on writing short stories ,0,0,1,0,0
@MutRut17 mine says the same thing. No way my offense isnt a 99 lol..wtf,1,0,0,0,0
Every time they have a different chef on #BelowDeck it just makes us miss chef Ben more. Esp this current one on #belowdeckmed ,1,0,0,1,0
The only thing more shocking than the truth are the lies people tell to cover it up.,1,0,0,1,1
I love watching the bats in the evenings over the vegetable garden. #bliss #happy #urbanfarm,0,0,1,0,0
Bout to start the scariest video of my life😱👎 #SoNotReady ,0,1,0,0,0
if anyone has any tips to help me worry less then hmu,0,1,0,0,0
School duties. 😧 good night ppl,0,0,0,1,0
I'm too scare to start a conversation,0,1,0,0,0
The #cap and the #sunglasses don't help at all. I'm  #alive,0,0,1,1,0
"'If you find your delight in the Lord, he will grant your heart's desire' (Ps 37:4) #tuesday #psalms",0,0,1,0,0
Rise and shine #alarm #autotweet,0,0,1,0,0
@savoy__truffle @stellacreasy That's horrid. So sorry that happened. But glad your MP is so engaged.,0,1,1,1,0
I have so many things to look forward to ☺️ #positive  #lifeisgood,0,0,1,0,0
Things that irritate me #987\n\nThe ticking sound of my watch \n\n....,1,0,0,1,0
@realDonaldTrump 5000 likes. There are 300 million people in the U.S. Ha. You are Real popular 😅,0,0,1,0,0
#Past #success or #failure is no #indicator of #future #performance DON'T be #afraid to take a #risk.,0,0,1,0,0
@AirCanada lol the clapper is upside frown,1,0,1,0,0
"@lidl_ireland What a wonderful experience in #Trim. What a star ⭐️#Joileta is.  She made my shopping a wonderful experience, helpful ",0,0,1,0,0
A man who loves God will visit him.  It is important to go to Church.  #news,0,0,1,0,0
facts about all the horrific ways i could kill them if i were in fact those animals.,1,0,0,0,0
oh no now that i'm back home i actually have to figure out what i'm gonna do with my life #brilliant 😟,0,1,1,1,0
"Listen, I love my mutuals so much they're such beautiful people inside and out. I'm so happy to have you in my life. I love you so much",0,0,1,0,0
A little positivity for a dreary Tuesday.  From my little jar of positivity now available in my #Etsy store #selfhelp #HandmadeHour #anxiety,0,1,0,0,0
"““In your anger do not sin”: Do not let the sun go down while you are still angry,”\nEphesians 4:26. #blessed #faith #christ #peace",1,0,0,0,0
Words can't explain how thankful I am that I woke up today! It's all I need to know how blessed I truly am! #iGotAnotherDayToCreateLife 😍,0,0,1,0,0
Today is already off to a great start..... 🙄 ,0,0,1,1,0
#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,0,1,0,0,0
"Man, don't believe the hype, this #DJKhaled comp is garbage. #sad #terrible #trumpofhiphop",0,0,0,1,0
@TheKylieJxoxo @mr_luvver A few not many #giggles,0,0,1,0,1
OMG my darling best friend's hubbie died today whilst on holiday abroad. #shocked #tears #grief #sosad,0,0,0,1,0
@BBCJamesCook You couldn't make this stuff up because would be deemed far too fanciful.... #alarming,0,1,0,0,1
Well that was lovely.   Checked church Facebook page and I've been given a five star review for Sats wedding. #bashful ,0,0,1,0,0
#Kenya numerous children civilians police killed in recent terror attacks barely a word from government 1 minister dies non stop coverage,1,1,0,1,0
@nkrrao karamadai ranganatha. Pallikondeeswarar shiva. Some more avl. Dont outrage without reason @kalps1616,1,0,0,0,0
"@AdamBaldwin He left a long time ago. In fact, the Repubican party left the Repubican party a long time ago. #shocking #nonotreally",0,0,0,0,1
better care about yourself than about others because others wont care about you #lonely #sad #depressed,0,0,0,1,0
Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,0,0,1,0,0
"finnish 'table manners', to the extent they exist, seem to include only self sufficiency and not getting in people's way so it's hilarious",0,0,1,0,0
@K_I_Am2U Oh God no. Trash TV should never be dull.,1,0,0,1,0
I have the urge to hang Lilina upside down by her leg over a dark pit for killing Celica and 'Marth'\n\n#cherrychats #dark,1,0,0,1,0
"love getting 5 hours of sleep, and then getting woken up to HORRID allergies. Oh good morning, world. #allergy #wonderful",1,0,0,0,0
Best evening adult drink w/chocolate #satisfaction is @Nestle DARK hot chocolate + chili powder + cinnamon + whiskey #delicious ☕️,0,0,1,0,0
what will we do when #GoTS7 is over? im starting acknowledging  #endoftheworld #GameOfThrones #dontleaveusjustyet,0,0,0,1,0
'How We Are Ruining America' By this liberal lip service pointing out an inequity that they protect while feigning indignation for all.,1,0,0,0,0
"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it",0,0,1,0,0
@DPD_UK apparently u left a calling card... @ which address cos it certainly wasn't the address u were supposed to be delivering 2!!! #awful,1,0,0,0,0
When you get a 3/3 in origin tipping ,0,0,1,0,0
My head is been hurting so much and I lost my appetite,1,0,0,1,0
Just fell down a @BuzzFeed food quiz hole 😬so now I want all the British food even though it told me I was from London! #outrage,1,0,0,1,0
nothing better than going on holiday when the weathers grim at home,0,0,1,0,0
Some people are so irrational! #irritated 😒,1,0,0,0,0
Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍,0,0,1,0,0
Without #laughter life on our planet would be intolerable.,0,0,1,0,0
"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",1,0,0,0,0
Just watched  Assassin's Creed movie #murky #turd #murkyturd    Has the balls to tease a sequel and 16 minutes of end credits WOW.😨,0,0,1,1,1
'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,0,0,1,0,0
Those people's #crying who don't usually cry is really #gloomy,0,0,0,1,0
It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !,0,0,1,0,0
Unfortunately listening to @TodayFM's @cooper_m (as good as his show is) actually makes me want to emigrate  #worstgovernmentever,1,0,0,0,0
Tooth was not lettin me sleep last night #restless,0,0,0,1,0
"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly",0,0,0,1,0
My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,0,0,1,0,0
@Bemannn UGH I can't even contain my excitement!! 😍,0,0,1,0,0
@jiminsbeer i cut my own bangs bc my hairdresser fucked it up before 😂,1,0,1,1,0
its horribly gloomy out rn and im flourishing,0,1,0,1,0
I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,1,0,0,0,0
Yo what kind of person just drops gum in the ground when you could throw it into the trees and not get it on my shoe?!?! ,1,0,0,1,0
"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",0,0,1,0,0
pumping gas at 3:16am #miserable #insomnia,1,1,0,1,0
@sseunjacks you're so mean. why retweet bulalo and turon? now im craving and hungry. bad girl. 😭,1,0,0,1,0
"Stated at home the whole day, no eat, no enough sleep, chest and body aching. 😥",0,0,0,1,0
Roses are pine green buttercups are aliceblue sugar is sweet and so on,0,0,1,0,0
"@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",0,0,1,0,0
Soooo @IssaRae we need longer episodes 🙏🏽🙏🏽😫😫 #insecure,0,1,0,1,0
"Colleague:'Shall I learn to code?'\nMe:'Are you ready to spend years swinging between boredom, fear and anxiety?'\nColl.:'...'\nMe:'I know...'",0,1,0,0,0
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0,0,1,0,0
@patrickcafila September? Really? 😢,0,0,0,1,1
party tattoos by dodie has become my cheer up song ✨,0,0,1,0,0
"@PuddlesPityP Witnessed #totality, overcome with insane awe &amp; emotion. Son equated to witnessing your talent. #hegetsit #cry #eclipse2017",0,0,1,1,0
Tell me where I am wrong plz.I am furious tbh.@OndraPaul @Cover_Shadow .Plz tell me what if they reuse to buy him after two years.,1,0,0,1,0
"We must accept finite disappointment, but we must never lose infinite hope. - Martin Luther King Jr. #hope #disappointment",0,0,0,1,0
"@real_age I am so stressed today I have time so if they drop it, it would be so nice. 😢",0,1,0,1,0
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,1,0,0,0,0
Make her burst into laughter bcs of you.,0,0,1,0,0
I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.,0,1,0,1,0
@ananavarro I don't even read the news anymore is to depressing,0,0,0,1,0
You've wondered why they seek happiness inside. #cheerful,0,0,1,0,1
@daiyantrisha Then dont disappoint them 😂,0,0,0,1,0
An early night for me love you ,0,0,1,0,0
"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 😘",0,0,1,0,0
it takes sadness to know happiness\nabsence to value presence,0,0,0,1,0
"@simon_schama As a lifelong Democrat, can't say how much it angers and saddens me that the party of Lincoln and Reagan has sunk to this.",1,0,0,1,0
"Are you #different?! Don't be #afraid, just keep #calm and be what you are :)",0,1,0,0,0
This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,0,0,1,0,0
"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside.",1,0,0,0,0
Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!,1,0,1,0,0
@McDonaldsUK just went to burger king... 25p surcharge for using my card! Outrageous! #unhappy,1,0,0,1,0
Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell,1,1,0,0,0
What's with that witch saying 2 popular youtubers are dating?! Lol #laughter #MSPDramaIsOverParty,1,0,1,0,1
@HunRaKai Are u going to see her in the airport? 😃,0,0,1,0,0
@Borovvicka 😂😂 i love ur angry comments,0,0,1,0,0
