id,text,anger,disgust,fear,joy,sadness
afr_test_track_c_00959,"We can proudly say that over the past ten years, we have made a great improvement in the quality of life of our poorest.",,,,,
afr_test_track_c_00960,We have not yet been informed of the guidelines for the allocation of the funds and the drilling holes.,,,,,
afr_test_track_c_00961,His passion for the language remains an inspiration to us.,,,,,
afr_test_track_c_00962,"Next year, or so, we'll tell you more about this text...",,,,,
afr_test_track_c_00963,This can only happen if we are willing to allow a reconstruction and development of our thinking and our actions.,,,,,
afr_test_track_c_00964,They settled in Beaufort-West.,,,,,
afr_test_track_c_00965,"On December 17, 1890, the decorated locomotive entered Bloemfontein's station to break the cylinder.",,,,,
afr_test_track_c_00966,"Along with his duties as a teacher, my father was also assigned to work as a postmaster.",,,,,
afr_test_track_c_00967,The interests of the people are not served by it.,,,,,
afr_test_track_c_00968,Programs to improve our system of local government are proceeding at a rapid pace.,,,,,
afr_test_track_c_00969,It is that side of the issue that does not always make the mainstream press.,,,,,
afr_test_track_c_00970,"This year, the public holiday coincided with her birthday.",,,,,
afr_test_track_c_00971,People can't stay new farmers forever.,,,,,
afr_test_track_c_00972,Where are your flip-flops?,,,,,
afr_test_track_c_00973,No street in Cape Town was paved in 1903.,,,,,
afr_test_track_c_00974,This is an issue that we will address this year.,,,,,
afr_test_track_c_00975,Let everything wait a while.,,,,,
afr_test_track_c_00976,It is the Boland that is assisting our government to tackle the problems of all our people.,,,,,
afr_test_track_c_00977,The development of a pipeline to Phalaborwa is being investigated.,,,,,
afr_test_track_c_00978,So the NALN aunts come up with a vicious plan to get some of the NAME in the production to visit them.,,,,,
afr_test_track_c_00979,"It reassured me, and I know it reassures all of us.",,,,,
afr_test_track_c_00980,You can also call WoonBurger by dialing.,,,,,
afr_test_track_c_00981,"In the Western Cape, only 83,000 hectares of land were transferred to previously disadvantaged persons in the first 12 years.",,,,,
afr_test_track_c_00982,The National Minister and I are building a very good relationship.,,,,,
afr_test_track_c_00983,"You farmer, and we're going to try to sharpen and improve service delivery wherever possible.",,,,,
afr_test_track_c_00984,"In most countries, and especially in Europe, the day is celebrated as if the tiger had been virtually wiped out in those countries.",,,,,
afr_test_track_c_00985,Indigenous species and their habitat will also be protected in the sea and river.,,,,,
afr_test_track_c_00986,The problem is that since last Wednesday the budget has been analyzed from every angle by all who are economists.,,,,,
afr_test_track_c_00987,Various Dutchmen asked me if I was born of Dutch parents.,,,,,
afr_test_track_c_00988,"Of course, a reception was arranged - it was a dead end for you!",,,,,
afr_test_track_c_00989,"Sadly, the festivities of the late nineteenth century were soon overshadowed by the dark clouds of the Anglo-Boer War.",,,,,
afr_test_track_c_00990,Art often provides deeper and more enlightening answers to people's tormenting questions than all our other forms of conversation about them.,,,,,
afr_test_track_c_00991,This is on the one hand the case because of a one-sided and ill-considered application of remedies in certain cases.,,,,,
afr_test_track_c_00992,Ludwig Wybren Hiemstra was born on 3 July 1897 in Lydenburg to a Dutch father and a German mother.,,,,,
afr_test_track_c_00993,"If necessary, leave your name, phone number, and a message on the answering machine.",,,,,
afr_test_track_c_00994,The Extended Public Works Programme is opened by President Mbeki on 4 September.,,,,,
afr_test_track_c_00995,This crime of violence against her is still fresh in our memory and reminds us again that communities cannot sleep well.,,,,,
afr_test_track_c_00996,"As agricultural development progresses, entrepreneurial opportunities in other directions must be identified for exploitation with the host countries so that everyone will benefit.",,,,,
afr_test_track_c_00997,There are several projects going on at this point in and around Kranshoek that affect the Kranshoek community.,,,,,
afr_test_track_c_00998,I'm here to listen to you.,,,,,
afr_test_track_c_00999,Education must therefore become a partnership issue in South Africa.,,,,,
afr_test_track_c_01000,He is the one who deserves the credit.,,,,,
afr_test_track_c_01001,"As head of the Department of Afrikaans and Dutch at the UOVS, Prof. Beukes remained a member until his retirement in 1978.",,,,,
afr_test_track_c_01002,The reason I mention them is to emphasize the point that South Africa has no shortage of ideals.,,,,,
afr_test_track_c_01003,The oxcart ride lasted about a month.,,,,,
afr_test_track_c_01004,"The other farm, La Serene, is leased from the Breedevallei Municipality.",,,,,
afr_test_track_c_01005,The proclamation follows several consultations with the communities and other stakeholders over a period of more than two years.,,,,,
afr_test_track_c_01006,All provincial department heads and the Speaker of the Western Cape Parliament have been informed in writing.,,,,,
afr_test_track_c_01007,"In this respect, the application of the performance agreement system, especially at senior management level, is critical.",,,,,
afr_test_track_c_01008,"At present, the issue of food security and higher food prices is one of the most pressing issues facing all of us.",,,,,
afr_test_track_c_01009,"Three hundred and twenty-three staff members, of whom six are specialist researchers, 25 researchers and 38 research technicians, devote their lives to the agricultural sector.",,,,,
afr_test_track_c_01010,Donations should be made please DIRECTLY TO WoonBurger.,,,,,
afr_test_track_c_01011,We are also encouraged that research on the prevalence of HIV stabilization shows a slight decrease in the rate of infection.,,,,,
afr_test_track_c_01012,"Similarly, labor contractors are touching a political toy.",,,,,
afr_test_track_c_01013,Infraco was founded to ensure that we create an essential communication backbone.,,,,,
afr_test_track_c_01014,"To date, SEB has only been seen within the context of direct ownership, management representation and workplace equality.",,,,,
afr_test_track_c_01015,"Furthermore, between 800 and 1,100 farm workers receive skills training per year through short courses and apprenticeships.",,,,,
afr_test_track_c_01016,NALN staff visited Cape Town and the surrounding area in January and once again did not go home empty-handed.,,,,,
afr_test_track_c_01017,They played a key role in the process that led to Madiba's release.,,,,,
afr_test_track_c_01018,"This, in the first place, is the source of our confidence when we say that our nation is doing well.",,,,,
afr_test_track_c_01019,The fluctuating matrix grade rate does indicate that much more needs to be done to stabilize the system and ensure steady improvement.,,,,,
afr_test_track_c_01020,"As a research resource for the Schoeman anniversary year, it is a source of invaluable interest.",,,,,
afr_test_track_c_01021,You know they say knowledge is power.,,,,,
afr_test_track_c_01022,I'd like to deviate a little bit from the normal speech tonight and tell you about my own history.,,,,,
afr_test_track_c_01023,The government alone cannot fight poverty and the decay that exists among our people.,,,,,
afr_test_track_c_01024,"From the porcelain we have now, via the Bothas, some examples present.",,,,,
afr_test_track_c_01025,You are thus laying another stone in creating a home for everyone in the Western Cape.,,,,,
afr_test_track_c_01026,"This applies to issues such as wage levels, the enforcement of guidelines on cash delivery vehicles, and the like.",,,,,
afr_test_track_c_01027,Then write down how it went on.,,,,,
afr_test_track_c_01028,The special rate will be directly comparable to the rates charged in any comparable country for the same service and capacity.,,,,,
afr_test_track_c_01029,And that's not all that happens in the garden.,,,,,
afr_test_track_c_01030,Crossed checks must be issued to: Huguenot-Genkschool Trust.,,,,,
afr_test_track_c_01031,They work very hard to preserve our language and literary heritage.,,,,,
afr_test_track_c_01032,Let's participate in community safety forums.,,,,,
afr_test_track_c_01033,"Van Wyk's oil palm tree along the main gate a size, planted by the first director of NALN, Prof. P.J.",,,,,
afr_test_track_c_01034,"Now the rebuilding work can begin in earnest, and South Africa is ready to help where we can.",,,,,
afr_test_track_c_01035,"We jump to work with renewed enthusiasm, because then we know: the birthday celebrations can only be fun!",,,,,
afr_test_track_c_01036,"At the same time, much effort has been made to improve infrastructure in poor areas.",,,,,
afr_test_track_c_01037,"But I also call for the inciters of xenophobia, even if they are politicians, to be severely punished.",,,,,
afr_test_track_c_01038,"After a few years, we're away from Dark Corner.",,,,,
afr_test_track_c_01039,"From Jerusalem, she writes a bubbling letter to Dear Father and Sisters, the original of which is also in NALN's possession.",,,,,
afr_test_track_c_01040,"The broad frameworks have therefore already been set by the Government of National Unity, after a process of broad consultation.",,,,,
afr_test_track_c_01041,The U.S. is struggling with a double deficit - on its budget and its balance of payments.,,,,,
afr_test_track_c_01042,We want and will involve you in the process.,,,,,
afr_test_track_c_01043,"However, the uncertainty over land claims has placed Alexcor in a very delicate financial operational position.",,,,,
afr_test_track_c_01044,We will take steps to increase broadband speeds and ensure a high standard of Internet services that is in line with international norms.,,,,,
afr_test_track_c_01045,Which the heartbeat also there in every corner even of every pound can not really understand.,,,,,
afr_test_track_c_01046,The plant shows an estimated net value of R69 million in the first year.,,,,,
afr_test_track_c_01047,"For myself, of course, this would mean that I could finally retire from public life and sit back a bit.",,,,,
afr_test_track_c_01048,The other project is known as the Oak View Village.,,,,,
afr_test_track_c_01049,"Of both songs, only the first version was taken.",,,,,
afr_test_track_c_01050,Of course it is - I am not a natural long-term career politician.,,,,,
afr_test_track_c_01051,I therefore welcome the opportunity to share some perspectives with you here at the beginning of the Congress.,,,,,
afr_test_track_c_01052,The first phase that the Department of Agriculture is engaged in is to obtain the necessary information and make a complete planning.,,,,,
afr_test_track_c_01053,"In public and private institutions, the possibility of criminal schemes that wipe out resources through corruption is always a source of great concern.",,,,,
afr_test_track_c_01054,We are currently campaigning for our own people.,,,,,
afr_test_track_c_01055,The rural setting of the beginning of this century has nurtured so many creative minds!,,,,,
afr_test_track_c_01056,"Together, the SO can have a huge impact on the economy through investments, human resources and development programs.",,,,,
afr_test_track_c_01057,"It is an intellectual, cultural, and economic asset.",,,,,
afr_test_track_c_01058,Breytenbach's 1978 count includes 42 one-act plays by other writers.,,,,,
afr_test_track_c_01059,Land reform and empowerment through farming is the vehicle we must use in agriculture to improve the living conditions of all our people.,,,,,
afr_test_track_c_01060,You're hurting the Correctional Services.,,,,,
afr_test_track_c_01061,It doesn't seem to be far-fetched from the documentary minds.,,,,,
afr_test_track_c_01062,Our Ministry and department are certainly proud to be associated with the museum.,,,,,
afr_test_track_c_01063,Uys visits the Great Schuur Kidney Dialysis Unit in support of Kidney Awareness Week.,,,,,
afr_test_track_c_01064,Hiemstra was one of the central figures in the standardization of Afrikaans.,,,,,
afr_test_track_c_01065,We have just released our Human Capital Development Strategy.,,,,,
